timestamp,src_ip,dst_ip,dst_port,domain,bytes_in,bytes_out,conn_count,is_malicious
2026-02-15T05:05:00.577363,10.0.0.20,192.168.1.163,80,github.com,5042,2064,20,0
2026-02-15T05:06:00.577363,10.0.0.58,192.168.1.77,22,github.com,4219,611,1,0
2026-02-15T05:07:00.577363,10.0.0.50,192.168.1.113,3389,microsoft.com,5271,1286,4,0
2026-02-15T05:08:00.577363,10.0.0.52,192.168.1.107,3389,microsoft.com,5905,1350,16,0
2026-02-15T05:09:00.577363,10.0.0.53,192.168.1.117,80,microsoft.com,3278,705,7,0
2026-02-15T05:10:00.577363,10.0.0.46,192.168.1.193,22,amazon.com,4512,1360,1,0
2026-02-15T05:11:00.577363,10.0.0.53,192.168.1.29,443,microsoft.com,4473,1424,10,0
2026-02-15T05:12:00.577363,10.0.0.54,192.168.1.142,53,google.com,4836,1434,20,0
2026-02-15T05:13:00.577363,10.0.0.55,192.168.1.126,22,unknown-c2-malicious.xyz,4726,54849,66,1
2026-02-15T05:14:00.577363,10.0.0.19,192.168.1.143,22,github.com,4975,1208,1,0
2026-02-15T05:15:00.577363,10.0.0.27,192.168.1.186,443,github.com,2582,158,10,0
2026-02-15T05:16:00.577363,10.0.0.16,192.168.1.92,53,github.com,6757,2093,16,0
2026-02-15T05:17:00.577363,10.0.0.55,192.168.1.254,80,microsoft.com,5201,2238,3,0
2026-02-15T05:18:00.577363,10.0.0.41,192.168.1.146,80,github.com,5706,987,12,0
2026-02-15T05:19:00.577363,10.0.0.12,192.168.1.208,80,google.com,7151,2071,20,0
2026-02-15T05:20:00.577363,10.0.0.19,192.168.1.15,22,microsoft.com,3527,1291,4,0
2026-02-15T05:21:00.577363,10.0.0.32,192.168.1.97,53,amazon.com,4259,2878,11,0
2026-02-15T05:22:00.577363,10.0.0.24,192.168.1.140,3389,amazon.com,5512,1642,16,0
2026-02-15T05:23:00.577363,10.0.0.21,192.168.1.233,53,amazon.com,4933,2886,2,0
2026-02-15T05:24:00.577363,10.0.0.20,192.168.1.240,53,github.com,3588,1585,13,0
2026-02-15T05:25:00.577363,10.0.0.40,192.168.1.140,22,google.com,3070,1566,4,0
2026-02-15T05:26:00.577363,10.0.0.27,192.168.1.33,3389,google.com,5711,1200,1,0
2026-02-15T05:27:00.577363,10.0.0.13,192.168.1.156,443,github.com,5070,1395,19,0
2026-02-15T05:28:00.577363,10.0.0.52,192.168.1.33,80,unknown-c2-malicious.xyz,5098,70998,93,1
2026-02-15T05:29:00.577363,10.0.0.38,192.168.1.138,443,microsoft.com,5020,713,5,0
2026-02-15T05:30:00.577363,10.0.0.29,192.168.1.127,3389,google.com,5629,1387,12,0
2026-02-15T05:31:00.577363,10.0.0.48,192.168.1.126,80,github.com,3874,1642,1,0
2026-02-15T05:32:00.577363,10.0.0.53,192.168.1.175,53,github.com,7006,1342,18,0
2026-02-15T05:33:00.577363,10.0.0.43,192.168.1.190,80,google.com,5012,1790,2,0
2026-02-15T05:34:00.577363,10.0.0.33,192.168.1.117,22,microsoft.com,4684,1505,12,0
2026-02-15T05:35:00.577363,10.0.0.56,192.168.1.20,3389,amazon.com,4904,971,10,0
2026-02-15T05:36:00.577363,10.0.0.21,192.168.1.12,3389,google.com,5176,1442,10,0
2026-02-15T05:37:00.577363,10.0.0.13,192.168.1.131,3389,github.com,4505,1554,14,0
2026-02-15T05:38:00.577363,10.0.0.58,192.168.1.195,80,github.com,2720,1391,16,0
2026-02-15T05:39:00.577363,10.0.0.14,192.168.1.39,443,google.com,7986,1447,12,0
2026-02-15T05:40:00.577363,10.0.0.26,192.168.1.89,53,github.com,5654,2047,8,0
2026-02-15T05:41:00.577363,10.0.0.25,192.168.1.10,443,google.com,4808,1600,12,0
2026-02-15T05:42:00.577363,10.0.0.47,192.168.1.101,53,google.com,5981,1571,12,0
2026-02-15T05:43:00.577363,10.0.0.13,192.168.1.96,22,google.com,4158,1390,9,0
2026-02-15T05:44:00.577363,10.0.0.19,192.168.1.29,443,google.com,4806,1160,12,0
2026-02-15T05:45:00.577363,10.0.0.42,192.168.1.95,443,github.com,4446,1206,14,0
2026-02-15T05:46:00.577363,10.0.0.14,192.168.1.88,3389,amazon.com,4418,2429,6,0
2026-02-15T05:47:00.577363,10.0.0.14,192.168.1.58,53,amazon.com,6484,590,14,0
2026-02-15T05:48:00.577363,10.0.0.26,192.168.1.200,22,amazon.com,5957,2087,15,0
2026-02-15T05:49:00.577363,10.0.0.28,192.168.1.73,80,github.com,6259,803,5,0
2026-02-15T05:50:00.577363,10.0.0.49,192.168.1.24,443,amazon.com,6416,1211,2,0
2026-02-15T05:51:00.577363,10.0.0.32,192.168.1.203,53,google.com,4958,901,11,0
2026-02-15T05:52:00.577363,10.0.0.26,192.168.1.13,80,amazon.com,4350,2166,12,0
2026-02-15T05:53:00.577363,10.0.0.59,192.168.1.135,80,github.com,6691,990,15,0
2026-02-15T05:54:00.577363,10.0.0.16,192.168.1.42,80,github.com,3813,1744,13,0
2026-02-15T05:55:00.577363,10.0.0.43,192.168.1.83,80,google.com,5889,1347,9,0
2026-02-15T05:56:00.577363,10.0.0.57,192.168.1.185,3389,amazon.com,6289,2259,20,0
2026-02-15T05:57:00.577363,10.0.0.59,192.168.1.175,80,github.com,7049,1615,3,0
2026-02-15T05:58:00.577363,10.0.0.45,192.168.1.100,22,amazon.com,5344,2098,5,0
2026-02-15T05:59:00.577363,10.0.0.20,192.168.1.235,3389,amazon.com,6360,2379,8,0
2026-02-15T06:00:00.577363,10.0.0.43,192.168.1.18,80,google.com,4919,1305,4,0
2026-02-15T06:01:00.577363,10.0.0.39,192.168.1.186,22,amazon.com,6361,1026,14,0
2026-02-15T06:02:00.577363,10.0.0.31,192.168.1.237,80,unknown-c2-malicious.xyz,4992,58138,79,1
2026-02-15T06:03:00.577363,10.0.0.13,192.168.1.81,80,github.com,4942,1244,18,0
2026-02-15T06:04:00.577363,10.0.0.42,192.168.1.223,22,microsoft.com,4988,1625,4,0
2026-02-15T06:05:00.577363,10.0.0.22,192.168.1.49,53,microsoft.com,2645,1460,20,0
2026-02-15T06:06:00.577363,10.0.0.59,192.168.1.223,22,github.com,6131,909,18,0
2026-02-15T06:07:00.577363,10.0.0.22,192.168.1.96,53,github.com,5968,1723,6,0
2026-02-15T06:08:00.577363,10.0.0.26,192.168.1.157,80,unknown-c2-malicious.xyz,5032,68079,178,1
2026-02-15T06:09:00.577363,10.0.0.46,192.168.1.20,53,amazon.com,6017,2146,2,0
2026-02-15T06:10:00.577363,10.0.0.37,192.168.1.79,80,amazon.com,5390,1530,14,0
2026-02-15T06:11:00.577363,10.0.0.42,192.168.1.22,3389,google.com,3935,1782,15,0
2026-02-15T06:12:00.577363,10.0.0.18,192.168.1.112,53,github.com,5447,1716,17,0
2026-02-15T06:13:00.577363,10.0.0.25,192.168.1.188,3389,google.com,5755,2162,9,0
2026-02-15T06:14:00.577363,10.0.0.47,192.168.1.69,53,google.com,5534,952,5,0
2026-02-15T06:15:00.577363,10.0.0.12,192.168.1.200,53,amazon.com,4687,1773,17,0
2026-02-15T06:16:00.577363,10.0.0.50,192.168.1.202,22,github.com,6329,1342,2,0
2026-02-15T06:17:00.577363,10.0.0.31,192.168.1.232,443,microsoft.com,5458,815,17,0
2026-02-15T06:18:00.577363,10.0.0.27,192.168.1.198,3389,github.com,3888,1178,11,0
2026-02-15T06:19:00.577363,10.0.0.11,192.168.1.94,80,google.com,2955,983,14,0
2026-02-15T06:20:00.577363,10.0.0.51,192.168.1.172,53,amazon.com,2289,475,19,0
2026-02-15T06:21:00.577363,10.0.0.42,192.168.1.51,53,microsoft.com,5468,1237,12,0
2026-02-15T06:22:00.577363,10.0.0.41,192.168.1.154,22,microsoft.com,5759,241,15,0
2026-02-15T06:23:00.577363,10.0.0.24,192.168.1.103,22,amazon.com,4581,1652,5,0
2026-02-15T06:24:00.577363,10.0.0.42,192.168.1.54,22,amazon.com,5350,1635,15,0
2026-02-15T06:25:00.577363,10.0.0.36,192.168.1.230,22,amazon.com,6405,1755,1,0
2026-02-15T06:26:00.577363,10.0.0.56,192.168.1.10,3389,microsoft.com,4348,1456,11,0
2026-02-15T06:27:00.577363,10.0.0.39,192.168.1.59,53,unknown-c2-malicious.xyz,4756,49516,65,1
2026-02-15T06:28:00.577363,10.0.0.32,192.168.1.46,3389,github.com,4430,2305,18,0
2026-02-15T06:29:00.577363,10.0.0.55,192.168.1.206,443,github.com,6440,1386,13,0
2026-02-15T06:30:00.577363,10.0.0.25,192.168.1.76,80,google.com,6585,1522,15,0
2026-02-15T06:31:00.577363,10.0.0.51,192.168.1.6,53,github.com,6276,2097,18,0
2026-02-15T06:32:00.577363,10.0.0.19,192.168.1.251,22,amazon.com,5019,2095,18,0
2026-02-15T06:33:00.577363,10.0.0.50,192.168.1.158,80,microsoft.com,6195,2134,2,0
2026-02-15T06:34:00.577363,10.0.0.26,192.168.1.103,53,amazon.com,5625,1570,3,0
2026-02-15T06:35:00.577363,10.0.0.42,192.168.1.198,443,google.com,4354,1559,10,0
2026-02-15T06:36:00.577363,10.0.0.37,192.168.1.198,80,amazon.com,4748,2991,3,0
2026-02-15T06:37:00.577363,10.0.0.42,192.168.1.15,3389,amazon.com,5860,817,8,0
2026-02-15T06:38:00.577363,10.0.0.40,192.168.1.106,53,microsoft.com,5274,1237,11,0
2026-02-15T06:39:00.577363,10.0.0.27,192.168.1.106,443,amazon.com,5209,1678,6,0
2026-02-15T06:40:00.577363,10.0.0.22,192.168.1.112,53,github.com,3943,1130,2,0
2026-02-15T06:41:00.577363,10.0.0.33,192.168.1.154,443,amazon.com,5802,1226,20,0
2026-02-15T06:42:00.577363,10.0.0.47,192.168.1.57,3389,github.com,4897,1067,8,0
2026-02-15T06:43:00.577363,10.0.0.18,192.168.1.187,3389,microsoft.com,4784,1746,5,0
2026-02-15T06:44:00.577363,10.0.0.55,192.168.1.220,3389,github.com,4737,2346,12,0
2026-02-15T06:45:00.577363,10.0.0.20,192.168.1.183,3389,google.com,2584,2453,18,0
2026-02-15T06:46:00.577363,10.0.0.50,192.168.1.213,3389,amazon.com,4389,945,13,0
2026-02-15T06:47:00.577363,10.0.0.56,192.168.1.223,3389,google.com,7363,1989,4,0
2026-02-15T06:48:00.577363,10.0.0.36,192.168.1.1,53,github.com,3366,1388,7,0
2026-02-15T06:49:00.577363,10.0.0.23,192.168.1.60,80,google.com,3540,1185,18,0
2026-02-15T06:50:00.577363,10.0.0.21,192.168.1.32,80,amazon.com,5808,1059,10,0
2026-02-15T06:51:00.577363,10.0.0.52,192.168.1.132,443,amazon.com,5876,726,12,0
2026-02-15T06:52:00.577363,10.0.0.22,192.168.1.100,22,amazon.com,5335,540,9,0
2026-02-15T06:53:00.577363,10.0.0.24,192.168.1.119,22,github.com,5332,1450,5,0
2026-02-15T06:54:00.577363,10.0.0.59,192.168.1.117,53,unknown-c2-malicious.xyz,3351,45505,185,1
2026-02-15T06:55:00.577363,10.0.0.17,192.168.1.128,22,amazon.com,5861,2134,6,0
2026-02-15T06:56:00.577363,10.0.0.57,192.168.1.65,80,amazon.com,3256,1581,7,0
2026-02-15T06:57:00.577363,10.0.0.44,192.168.1.205,3389,google.com,5320,2555,17,0
2026-02-15T06:58:00.577363,10.0.0.54,192.168.1.41,443,github.com,6175,542,15,0
2026-02-15T06:59:00.577363,10.0.0.48,192.168.1.161,3389,github.com,5457,1301,6,0
2026-02-15T07:00:00.577363,10.0.0.29,192.168.1.47,53,google.com,6261,2103,8,0
2026-02-15T07:01:00.577363,10.0.0.35,192.168.1.228,443,github.com,5084,707,1,0
2026-02-15T07:02:00.577363,10.0.0.25,192.168.1.216,3389,microsoft.com,5183,2275,5,0
2026-02-15T07:03:00.577363,10.0.0.59,192.168.1.246,3389,amazon.com,3703,2422,7,0
2026-02-15T07:04:00.577363,10.0.0.13,192.168.1.100,80,github.com,3867,1042,20,0
2026-02-15T07:05:00.577363,10.0.0.24,192.168.1.240,443,github.com,5789,1227,10,0
2026-02-15T07:06:00.577363,10.0.0.54,192.168.1.162,3389,github.com,4830,1546,15,0
2026-02-15T07:07:00.577363,10.0.0.51,192.168.1.157,3389,github.com,6283,1348,8,0
2026-02-15T07:08:00.577363,10.0.0.28,192.168.1.213,22,microsoft.com,5833,1519,6,0
2026-02-15T07:09:00.577363,10.0.0.56,192.168.1.154,22,github.com,4360,2524,6,0
2026-02-15T07:10:00.577363,10.0.0.40,192.168.1.81,3389,github.com,6389,1895,3,0
2026-02-15T07:11:00.577363,10.0.0.57,192.168.1.243,80,github.com,5142,1357,3,0
2026-02-15T07:12:00.577363,10.0.0.14,192.168.1.23,22,amazon.com,6126,1966,20,0
2026-02-15T07:13:00.577363,10.0.0.25,192.168.1.100,443,microsoft.com,5847,761,18,0
2026-02-15T07:14:00.577363,10.0.0.37,192.168.1.84,3389,google.com,5615,1927,19,0
2026-02-15T07:15:00.577363,10.0.0.49,192.168.1.247,3389,google.com,5036,2837,11,0
2026-02-15T07:16:00.577363,10.0.0.55,192.168.1.122,80,github.com,5006,1735,12,0
2026-02-15T07:17:00.577363,10.0.0.27,192.168.1.20,443,github.com,4313,1961,15,0
2026-02-15T07:18:00.577363,10.0.0.57,192.168.1.118,22,google.com,3182,1717,11,0
2026-02-15T07:19:00.577363,10.0.0.15,192.168.1.111,443,github.com,6254,2411,12,0
2026-02-15T07:20:00.577363,10.0.0.31,192.168.1.26,53,google.com,4979,1482,6,0
2026-02-15T07:21:00.577363,10.0.0.37,192.168.1.223,443,github.com,5210,740,17,0
2026-02-15T07:22:00.577363,10.0.0.17,192.168.1.221,3389,google.com,6503,639,20,0
2026-02-15T07:23:00.577363,10.0.0.23,192.168.1.42,22,microsoft.com,5796,1198,14,0
2026-02-15T07:24:00.577363,10.0.0.12,192.168.1.150,80,google.com,5191,1699,7,0
2026-02-15T07:25:00.577363,10.0.0.27,192.168.1.73,80,google.com,5829,1799,12,0
2026-02-15T07:26:00.577363,10.0.0.29,192.168.1.12,80,microsoft.com,5289,1681,7,0
2026-02-15T07:27:00.577363,10.0.0.34,192.168.1.107,53,unknown-c2-malicious.xyz,4537,63931,170,1
2026-02-15T07:28:00.577363,10.0.0.25,192.168.1.72,53,microsoft.com,5458,1779,5,0
2026-02-15T07:29:00.577363,10.0.0.42,192.168.1.123,3389,google.com,4752,1611,10,0
2026-02-15T07:30:00.577363,10.0.0.54,192.168.1.139,22,microsoft.com,5626,265,9,0
2026-02-15T07:31:00.577363,10.0.0.55,192.168.1.196,80,amazon.com,3483,1269,8,0
2026-02-15T07:32:00.577363,10.0.0.45,192.168.1.65,3389,amazon.com,6944,1177,20,0
2026-02-15T07:33:00.577363,10.0.0.11,192.168.1.180,443,amazon.com,3468,1243,16,0
2026-02-15T07:34:00.577363,10.0.0.12,192.168.1.38,443,google.com,6753,2045,8,0
2026-02-15T07:35:00.577363,10.0.0.22,192.168.1.139,3389,github.com,5149,1458,5,0
2026-02-15T07:36:00.577363,10.0.0.15,192.168.1.108,22,google.com,5529,1063,11,0
2026-02-15T07:37:00.577363,10.0.0.55,192.168.1.246,22,amazon.com,6054,2648,17,0
2026-02-15T07:38:00.577363,10.0.0.58,192.168.1.64,80,google.com,4838,1598,19,0
2026-02-15T07:39:00.577363,10.0.0.14,192.168.1.233,22,github.com,5403,2004,10,0
2026-02-15T07:40:00.577363,10.0.0.46,192.168.1.229,3389,github.com,5003,1446,17,0
2026-02-15T07:41:00.577363,10.0.0.26,192.168.1.251,443,google.com,4755,1923,15,0
2026-02-15T07:42:00.577363,10.0.0.59,192.168.1.237,53,microsoft.com,4405,901,7,0
2026-02-15T07:43:00.577363,10.0.0.23,192.168.1.23,443,github.com,4584,1253,20,0
2026-02-15T07:44:00.577363,10.0.0.46,192.168.1.234,80,microsoft.com,4275,213,8,0
2026-02-15T07:45:00.577363,10.0.0.14,192.168.1.56,53,amazon.com,6099,1207,3,0
2026-02-15T07:46:00.577363,10.0.0.17,192.168.1.250,22,microsoft.com,6780,1354,18,0
2026-02-15T07:47:00.577363,10.0.0.18,192.168.1.152,3389,amazon.com,4711,959,2,0
2026-02-15T07:48:00.577363,10.0.0.19,192.168.1.197,22,microsoft.com,6303,1067,8,0
2026-02-15T07:49:00.577363,10.0.0.15,192.168.1.103,53,microsoft.com,5468,1479,13,0
2026-02-15T07:50:00.577363,10.0.0.40,192.168.1.39,22,amazon.com,4895,1771,19,0
2026-02-15T07:51:00.577363,10.0.0.16,192.168.1.216,53,microsoft.com,4333,939,10,0
2026-02-15T07:52:00.577363,10.0.0.18,192.168.1.139,22,google.com,2695,466,15,0
2026-02-15T07:53:00.577363,10.0.0.55,192.168.1.75,22,github.com,5038,1085,15,0
2026-02-15T07:54:00.577363,10.0.0.41,192.168.1.78,3389,microsoft.com,6346,1317,8,0
2026-02-15T07:55:00.577363,10.0.0.49,192.168.1.245,443,microsoft.com,8400,1639,16,0
2026-02-15T07:56:00.577363,10.0.0.25,192.168.1.182,53,amazon.com,5094,1540,8,0
2026-02-15T07:57:00.577363,10.0.0.14,192.168.1.160,3389,github.com,4619,2252,8,0
2026-02-15T07:58:00.577363,10.0.0.40,192.168.1.112,53,github.com,5778,1915,5,0
2026-02-15T07:59:00.577363,10.0.0.20,192.168.1.8,443,unknown-c2-malicious.xyz,4588,62389,195,1
2026-02-15T08:00:00.577363,10.0.0.56,192.168.1.76,53,github.com,4816,1957,16,0
2026-02-15T08:01:00.577363,10.0.0.28,192.168.1.49,3389,amazon.com,4588,729,9,0
2026-02-15T08:02:00.577363,10.0.0.12,192.168.1.251,80,github.com,6727,2372,13,0
2026-02-15T08:03:00.577363,10.0.0.59,192.168.1.95,443,github.com,4671,1655,13,0
2026-02-15T08:04:00.577363,10.0.0.46,192.168.1.252,22,amazon.com,2959,1055,3,0
2026-02-15T08:05:00.577363,10.0.0.41,192.168.1.122,3389,microsoft.com,4717,1537,17,0
2026-02-15T08:06:00.577363,10.0.0.54,192.168.1.240,22,google.com,4461,1172,19,0
2026-02-15T08:07:00.577363,10.0.0.34,192.168.1.7,53,google.com,6245,981,4,0
2026-02-15T08:08:00.577363,10.0.0.52,192.168.1.152,53,github.com,5928,1645,5,0
2026-02-15T08:09:00.577363,10.0.0.33,192.168.1.117,53,github.com,5604,1916,8,0
2026-02-15T08:10:00.577363,10.0.0.44,192.168.1.90,53,amazon.com,5867,1795,10,0
2026-02-15T08:11:00.577363,10.0.0.59,192.168.1.198,443,microsoft.com,6296,1323,17,0
2026-02-15T08:12:00.577363,10.0.0.30,192.168.1.242,80,unknown-c2-malicious.xyz,5170,43305,126,1
2026-02-15T08:13:00.577363,10.0.0.59,192.168.1.200,53,amazon.com,6097,1397,18,0
2026-02-15T08:14:00.577363,10.0.0.49,192.168.1.120,53,microsoft.com,4513,1361,12,0
2026-02-15T08:15:00.577363,10.0.0.55,192.168.1.8,22,microsoft.com,5007,1414,9,0
2026-02-15T08:16:00.577363,10.0.0.17,192.168.1.165,443,amazon.com,3185,1228,9,0
2026-02-15T08:17:00.577363,10.0.0.39,192.168.1.102,443,google.com,2864,503,1,0
2026-02-15T08:18:00.577363,10.0.0.21,192.168.1.132,443,github.com,4837,2319,7,0
2026-02-15T08:19:00.577363,10.0.0.31,192.168.1.89,443,microsoft.com,5350,1516,8,0
2026-02-15T08:20:00.577363,10.0.0.15,192.168.1.134,22,amazon.com,3650,978,8,0
2026-02-15T08:21:00.577363,10.0.0.22,192.168.1.24,3389,microsoft.com,4774,1412,13,0
2026-02-15T08:22:00.577363,10.0.0.42,192.168.1.119,443,google.com,6701,53,1,0
2026-02-15T08:23:00.577363,10.0.0.56,192.168.1.237,53,unknown-c2-malicious.xyz,5513,43891,220,1
2026-02-15T08:24:00.577363,10.0.0.59,192.168.1.22,53,google.com,4148,1356,6,0
2026-02-15T08:25:00.577363,10.0.0.10,192.168.1.154,80,amazon.com,6765,1170,11,0
2026-02-15T08:26:00.577363,10.0.0.42,192.168.1.221,22,github.com,4537,1037,3,0
2026-02-15T08:27:00.577363,10.0.0.34,192.168.1.120,53,amazon.com,6226,1437,14,0
2026-02-15T08:28:00.577363,10.0.0.23,192.168.1.166,3389,microsoft.com,4363,1289,7,0
2026-02-15T08:29:00.577363,10.0.0.17,192.168.1.226,3389,amazon.com,4904,2249,13,0
2026-02-15T08:30:00.577363,10.0.0.14,192.168.1.86,80,github.com,5054,1838,13,0
2026-02-15T08:31:00.577363,10.0.0.19,192.168.1.213,80,microsoft.com,5393,1312,3,0
2026-02-15T08:32:00.577363,10.0.0.55,192.168.1.33,53,microsoft.com,5430,725,13,0
2026-02-15T08:33:00.577363,10.0.0.29,192.168.1.66,3389,github.com,5609,1179,9,0
2026-02-15T08:34:00.577363,10.0.0.22,192.168.1.26,3389,unknown-c2-malicious.xyz,3952,54846,96,1
2026-02-15T08:35:00.577363,10.0.0.59,192.168.1.219,3389,amazon.com,4122,2084,2,0
2026-02-15T08:36:00.577363,10.0.0.32,192.168.1.87,53,amazon.com,6727,1883,4,0
2026-02-15T08:37:00.577363,10.0.0.42,192.168.1.32,443,google.com,6516,1028,15,0
2026-02-15T08:38:00.577363,10.0.0.36,192.168.1.118,22,google.com,5712,1066,1,0
2026-02-15T08:39:00.577363,10.0.0.41,192.168.1.124,22,unknown-c2-malicious.xyz,6037,53677,87,1
2026-02-15T08:40:00.577363,10.0.0.18,192.168.1.21,443,amazon.com,7334,1289,20,0
2026-02-15T08:41:00.577363,10.0.0.40,192.168.1.204,53,github.com,4066,1731,14,0
2026-02-15T08:42:00.577363,10.0.0.41,192.168.1.227,53,github.com,6069,2195,8,0
2026-02-15T08:43:00.577363,10.0.0.50,192.168.1.117,53,amazon.com,5171,1532,5,0
2026-02-15T08:44:00.577363,10.0.0.58,192.168.1.91,80,github.com,6791,1223,20,0
2026-02-15T08:45:00.577363,10.0.0.20,192.168.1.233,80,amazon.com,4771,1003,6,0
2026-02-15T08:46:00.577363,10.0.0.46,192.168.1.251,3389,google.com,5601,1824,16,0
2026-02-15T08:47:00.577363,10.0.0.41,192.168.1.118,443,microsoft.com,5262,1296,10,0
2026-02-15T08:48:00.577363,10.0.0.16,192.168.1.44,80,google.com,5848,1543,16,0
2026-02-15T08:49:00.577363,10.0.0.57,192.168.1.215,3389,github.com,3753,1436,20,0
2026-02-15T08:50:00.577363,10.0.0.42,192.168.1.161,443,github.com,4607,1669,1,0
2026-02-15T08:51:00.577363,10.0.0.41,192.168.1.226,22,github.com,6448,744,5,0
2026-02-15T08:52:00.577363,10.0.0.10,192.168.1.25,80,github.com,6571,1694,11,0
2026-02-15T08:53:00.577363,10.0.0.17,192.168.1.231,22,microsoft.com,5151,1946,10,0
2026-02-15T08:54:00.577363,10.0.0.17,192.168.1.29,53,microsoft.com,4590,1762,11,0
2026-02-15T08:55:00.577363,10.0.0.30,192.168.1.28,80,unknown-c2-malicious.xyz,3964,43365,196,1
2026-02-15T08:56:00.577363,10.0.0.10,192.168.1.176,53,github.com,6356,1336,19,0
2026-02-15T08:57:00.577363,10.0.0.20,192.168.1.6,80,github.com,4122,1974,12,0
2026-02-15T08:58:00.577363,10.0.0.37,192.168.1.225,443,microsoft.com,5620,1798,14,0
2026-02-15T08:59:00.577363,10.0.0.36,192.168.1.158,3389,microsoft.com,4471,2831,5,0
2026-02-15T09:00:00.577363,10.0.0.40,192.168.1.157,443,microsoft.com,5325,2104,15,0
2026-02-15T09:01:00.577363,10.0.0.20,192.168.1.227,80,google.com,5275,1391,2,0
2026-02-15T09:02:00.577363,10.0.0.40,192.168.1.40,443,github.com,5223,883,9,0
2026-02-15T09:03:00.577363,10.0.0.51,192.168.1.137,3389,github.com,4929,1248,17,0
2026-02-15T09:04:00.577363,10.0.0.27,192.168.1.195,443,google.com,5867,1550,20,0
2026-02-15T09:05:00.577363,10.0.0.24,192.168.1.121,3389,amazon.com,5606,1625,5,0
2026-02-15T09:06:00.577363,10.0.0.41,192.168.1.161,22,microsoft.com,6987,1757,16,0
2026-02-15T09:07:00.577363,10.0.0.52,192.168.1.189,80,github.com,4682,2763,8,0
2026-02-15T09:08:00.577363,10.0.0.52,192.168.1.48,3389,github.com,4752,913,3,0
2026-02-15T09:09:00.577363,10.0.0.34,192.168.1.53,22,google.com,5885,1936,10,0
2026-02-15T09:10:00.577363,10.0.0.38,192.168.1.152,80,github.com,5373,1252,5,0
2026-02-15T09:11:00.577363,10.0.0.16,192.168.1.23,22,google.com,4386,1047,19,0
2026-02-15T09:12:00.577363,10.0.0.59,192.168.1.91,443,microsoft.com,6059,1572,1,0
2026-02-15T09:13:00.577363,10.0.0.13,192.168.1.73,443,unknown-c2-malicious.xyz,5354,52705,65,1
2026-02-15T09:14:00.577363,10.0.0.57,192.168.1.246,3389,google.com,4223,728,8,0
2026-02-15T09:15:00.577363,10.0.0.11,192.168.1.50,53,microsoft.com,4803,1752,12,0
2026-02-15T09:16:00.577363,10.0.0.24,192.168.1.143,22,github.com,5497,2603,8,0
2026-02-15T09:17:00.577363,10.0.0.39,192.168.1.71,53,amazon.com,3414,1075,5,0
2026-02-15T09:18:00.577363,10.0.0.48,192.168.1.234,443,microsoft.com,4408,1240,5,0
2026-02-15T09:19:00.577363,10.0.0.17,192.168.1.122,443,google.com,3993,1552,1,0
2026-02-15T09:20:00.577363,10.0.0.15,192.168.1.214,53,unknown-c2-malicious.xyz,6404,52401,139,1
2026-02-15T09:21:00.577363,10.0.0.31,192.168.1.26,53,github.com,6608,1792,4,0
2026-02-15T09:22:00.577363,10.0.0.49,192.168.1.81,22,github.com,4261,926,13,0
2026-02-15T09:23:00.577363,10.0.0.15,192.168.1.123,443,microsoft.com,3775,925,18,0
2026-02-15T09:24:00.577363,10.0.0.54,192.168.1.230,53,amazon.com,3099,926,18,0
2026-02-15T09:25:00.577363,10.0.0.27,192.168.1.207,22,amazon.com,5208,1876,7,0
2026-02-15T09:26:00.577363,10.0.0.35,192.168.1.192,80,google.com,5359,1810,12,0
2026-02-15T09:27:00.577363,10.0.0.17,192.168.1.151,22,google.com,3925,863,20,0
2026-02-15T09:28:00.577363,10.0.0.38,192.168.1.134,53,amazon.com,7189,1782,4,0
2026-02-15T09:29:00.577363,10.0.0.58,192.168.1.39,22,amazon.com,3778,1582,17,0
2026-02-15T09:30:00.577363,10.0.0.19,192.168.1.62,53,microsoft.com,3613,1824,4,0
2026-02-15T09:31:00.577363,10.0.0.32,192.168.1.132,53,google.com,4021,1441,15,0
2026-02-15T09:32:00.577363,10.0.0.45,192.168.1.127,22,google.com,3575,1593,17,0
2026-02-15T09:33:00.577363,10.0.0.35,192.168.1.19,53,google.com,7461,1566,20,0
2026-02-15T09:34:00.577363,10.0.0.55,192.168.1.146,53,unknown-c2-malicious.xyz,3681,42602,167,1
2026-02-15T09:35:00.577363,10.0.0.20,192.168.1.183,3389,amazon.com,3439,862,18,0
2026-02-15T09:36:00.577363,10.0.0.42,192.168.1.69,22,github.com,3710,1029,13,0
2026-02-15T09:37:00.577363,10.0.0.45,192.168.1.210,53,amazon.com,4301,536,15,0
2026-02-15T09:38:00.577363,10.0.0.47,192.168.1.227,80,google.com,5749,1536,14,0
2026-02-15T09:39:00.577363,10.0.0.45,192.168.1.193,22,microsoft.com,4813,1236,14,0
2026-02-15T09:40:00.577363,10.0.0.47,192.168.1.193,443,microsoft.com,5787,1092,17,0
2026-02-15T09:41:00.577363,10.0.0.39,192.168.1.47,22,github.com,4679,1151,11,0
2026-02-15T09:42:00.577363,10.0.0.53,192.168.1.175,3389,github.com,3042,1565,4,0
2026-02-15T09:43:00.577363,10.0.0.54,192.168.1.147,3389,google.com,4155,1744,13,0
2026-02-15T09:44:00.577363,10.0.0.38,192.168.1.110,22,microsoft.com,6856,1576,10,0
